institution,number,family,genus,species,cranium.length,rostrum.length,rostrum.width,rostrum.depth,coracoid,sternum.length,keel.length,keel.depth,humerus,ulna,carpometacarpus,femur,tibiotarsus,tarsometatarsus,island,landbird.spp.richness,island.area,elevation,nearest.continent,isolation,ecosystem.richness,raptor.spp,columbid.spp,kingfisher.spp,mammal.predators,location.1,location.2,location.3,collector,age,mass,wing.ch.,tail,subspecies,sex,other
AMNH,7643,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.33,20.12,7.55,4.5,28.48,41.55,44.77,18.53,32.25,38.91,NA,32.98,42.73,22.55,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,152,NA,NA,NA,female,NA
AMNH,7782,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.79,19.53,7.93,4.39,28.24,41.02,NA,NA,33.13,39.69,21.42,31.86,41.9,22.09,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,164,NA,NA,NA,female,NA
AMNH,7732,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.4,21.85,7.34,4.43,28.9,42.63,43.75,17.99,32.88,37.98,20.25,31.9,41.26,21.48,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7761,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,21.27,7.42,4.2,27.13,39.37,40.32,17.64,31.59,37.39,20.85,31.41,40.75,21.82,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7481,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,20.66,7.63,3.71,28.25,40.19,42.81,17.67,31.57,37.61,20.74,31.82,41.72,22.33,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7823,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,20.19,NA,NA,NA,NA,NA,NA,32.99,NA,NA,NA,40.69,22.61,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7519,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.2,19.98,7.18,NA,28.91,40.99,43.58,19.07,33.24,39.05,21.54,32.82,42.77,23.16,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7805,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.58,18.6,7.48,4.2,27.89,41.3,41.88,17.91,32.44,38.02,21.02,31.4,42.48,NA,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,female,NA
AMNH,7821,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.25,19.33,6.84,3.78,27.09,40.09,41.22,16.92,32.15,NA,NA,31.55,40.09,21.95,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,140,NA,NA,NA,male,NA
AMNH,7817,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,NA,NA,NA,29.84,41.89,45.8,19,34.85,40.33,21.97,34.73,45.31,23.27,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,152.5,NA,NA,NA,male,NA
AMNH,7777,Columbidae,Ptilinopus,Ptilinopus_rivoli,30.65,21.6,8.09,4.64,29.25,43.22,45.02,19.71,33.05,39.55,22.19,32.72,42.34,22.1,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,153,NA,NA,NA,male,NA
AMNH,7645,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.6,20.1,7.63,4.83,29.93,NA,NA,18.64,32.82,38.7,21.92,32.27,43.17,23.11,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,159,NA,NA,NA,male,NA
AMNH,7731,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,18.66,6.56,4.4,28.16,39.56,40.53,17.58,31.78,36.64,19.89,31.21,40.23,21.42,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
AMNH,7765,Columbidae,Ptilinopus,Ptilinopus_rivoli,30.73,20.12,7.71,4.48,29.79,40.54,43.55,20.16,34.4,40.89,22.31,NA,44.93,23.52,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
AMNH,7730,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,19.85,6.96,4.19,NA,39.4,41.92,18.31,32.74,38.64,21.22,NA,NA,NA,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
AMNH,7335,Columbidae,Ptilinopus,Ptilinopus_rivoli,NA,20.13,8.4,4.69,29.2,41.43,44.93,19.35,33.51,40.06,21.94,32.99,42.84,23.09,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,NA,NA,NA,bellus,male,NA
KU,96997,Columbidae,Ptilinopus,Ptilinopus_rivoli,30.06,20.86,7.95,4.68,28.22,42.07,44.2,18.28,33.03,40.11,22.59,32.55,41.72,23.38,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Eastern Highlands,Herowana,SEA387,NA,145,NA,NA,NA,male,NA
KU,96995,Columbidae,Ptilinopus,Ptilinopus_rivoli,30.07,21.33,7.57,4.66,29.66,41.71,43.45,18.58,34,41.16,22.85,33.4,43.11,23.84,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Eastern Highlands,Herowana,SEA384,NA,155,NA,NA,NA,male,NA
KU,114826,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.34,21.72,7.83,4.84,27.1,38.34,41.4,17.37,31.22,37.13,20.61,31.19,39.54,20.81,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Madang,"Adelbert Mountains, Meskor Bush Camp",BWB 1328,adult,127.5,NA,NA,NA,female,NA
KU,95817,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.28,21.77,7.76,4.86,28.88,42.77,42.76,19.22,33.24,39.77,21.69,32.98,43.3,22.89,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Morobe,"Abalgamut Camp, 16.3km from Teptep airstrip",BWB289,adult,146,NA,NA,NA,male,NA
Burke,43509,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.59,19.49,7.19,4.11,29.17,41.5,42.91,18.97,33.13,39.38,21.86,32.96,41.76,22.47,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Morobe Province,NA,NA,adult,141,131,NA,NA,female,NA
KU,114950,Columbidae,Ptilinopus,Ptilinopus_rivoli,29.3,19.68,7.45,4.88,29.08,41.46,42.74,18.67,33.02,39.22,21.21,33.38,43.26,22.85,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,West Sepik,"Mt. Stolle, Mekil Research Station",BWB1828,adult,118,NA,NA,NA,female,NA
KU,114952,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.67,20.58,7.93,4.62,28.52,41.77,44.25,19.07,32.06,38.46,22.04,30.55,41.27,22.26,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,West Sepik,"Mt. Stolle, Mekil Research Station",BWB1841,NA,156.7,NA,NA,NA,male,NA
NMNH,615017,Columbidae,Ptilinopus,Ptilinopus_rivoli,28.35,17.54,6.27,4.31,26.96,39.88,45.42,18.38,NA,37.29,20.6,30.66,40.7,21.9,New_Ireland,110,7405,2150,1350,49,10,9,20,NA,yes,Papua New Guinea,New Ireland,Hans Meye Range,"J.P. Angle, B. Beehler",NA,NA,NA,NA,NA,male,NA
AMNH,28098,Columbidae,Ptilinopus,Ptilinopus_solomonensis,26.27,19,6.76,3.87,24.13,33.16,31.29,13.8,28.85,33.97,18.81,28.43,37.88,20.9,Kolombangara,90,688,1768,1500,65,10,9,14,6,no,Solomon Islands,New Georgia Group,Kolombangara Island: Mt. Mbatuvana; 1700m elev.,C.E. Filardi,adult,93,NA,NA,vulcanorum,female,NA
KU,99372,Columbidae,Ptilinopus,Ptilinopus_solomonensis,25.92,18.66,7.16,4.36,24.21,32.63,32.46,13.71,28.58,33.93,19.28,27.49,36.75,20.77,Makira,75,3191,1250,1750,75,20,7,14,4,no,Solomon Islands,Makira Island,"17.5 km S Kira Kira, Maningari",RGM756,adult,89,NA,NA,NA,male,NA
NMNH,225811,Columbidae,Ptilinopus,Ptilinopus_subgularis,NA,NA,NA,NA,34.63,51.36,55.32,23.55,NA,NA,NA,36.16,NA,NA,Sulawesi,384,180681,3455,1100,56,NA,39,25,12,yes,Indonesia,Celebes,Laboea sore,H.C.Raven,juvenile,NA,NA,NA,epia,female,NA
NMNH,226178,Columbidae,Ptilinopus,Ptilinopus_subgularis,NA,NA,NA,NA,33.7,52.93,55.73,23.3,NA,NA,NA,36.15,NA,NA,Sulawesi,384,180681,3455,1100,56,NA,39,25,12,yes,Indonesia,Celebes,Gimpoe,H.C.Raven,NA,NA,NA,NA,epia,male,NA
NMNH,620206,Columbidae,Ptilinopus,Ptilinopus_superbus,26.15,17.48,6.04,3.93,25.89,39.51,41.91,16.83,29.93,34.89,19.48,27.44,35.01,18.39,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Austrailia,Queensland,Cairns,NA,NA,71.5,NA,NA,NA,male,NA
KU,85400,Columbidae,Ptilinopus,Ptilinopus_superbus,26.4,16.41,6.16,3.77,24.91,38.7,42.02,18.71,28.79,34.31,20.12,27.21,34.33,18.79,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Queensland,NA,M.C. Thompson,NA,NA,NA,NA,NA,female,NA
KU,85399,Columbidae,Ptilinopus,Ptilinopus_superbus,28.29,17.85,NA,NA,28.41,43.91,48.08,19.87,32.19,37.84,21.5,30.01,38.45,20.49,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Queensland,NA,M.C. Thompson,NA,130,NA,NA,NA,male,NA
KU,83352,Columbidae,Ptilinopus,Ptilinopus_superbus,27.72,16.52,6.71,4.53,27.22,40.63,43.42,18.76,NA,37.44,21.31,29.99,NA,20.7,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Queensland,Gympie,M.C. Thompson,NA,NA,NA,NA,NA,male,NA
NMNH,620207,Columbidae,Ptilinopus,Ptilinopus_superbus,28.21,16.89,6.29,3.9,27.6,42.24,45.82,19.43,32.26,36.69,21.42,29.81,37.67,19.92,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Queensland,Woree,NA,NA,94.9,NA,NA,NA,male,NA
NMNH,558282,Columbidae,Ptilinopus,Ptilinopus_superbus,27.45,17.03,6.02,4.14,25.6,39.5,43.53,18.55,29.31,35.7,19.93,28.04,37.01,19.14,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,female,NA
NMNH,558286,Columbidae,Ptilinopus,Ptilinopus_superbus,28.6,16.35,6.13,3.8,27.58,45.91,49.14,19.91,31.86,37.18,21.59,30.25,38.86,20.46,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,female,NA
NMNH,558284,Columbidae,Ptilinopus,Ptilinopus_superbus,28.16,16.66,6.51,4.09,26.9,39.35,41.72,18.89,30.09,35.59,20.71,28.25,35.78,18.84,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,male,NA
NMNH,558281,Columbidae,Ptilinopus,Ptilinopus_superbus,28.24,17.29,6.61,3.76,27.15,40.23,44.98,20.17,30.76,36.48,20.72,29.58,36.95,19.45,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,male,NA
NMNH,558283,Columbidae,Ptilinopus,Ptilinopus_superbus,25.57,18.08,6.37,4.18,27.71,34.88,35.47,16.62,30.31,35.97,20.57,29.42,36.64,19.68,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,male,NA
NMNH,558285,Columbidae,Ptilinopus,Ptilinopus_superbus,27.88,17.17,6.2,3.83,28.11,41.37,44.46,19.23,31.41,38.26,21.4,30.51,39.74,20.76,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island","Jailolo Dist., Kampung Pasir Putih","Y. Momou, R. Tatu",NA,NA,NA,NA,NA,male,NA
NMNH,557093,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,24.47,NA,NA,14.2,27.62,NA,18.17,NA,NA,17.48,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,"Moluccas, Halmahera Island",Jailolo Dist.,P.M. Taylor,juvenile,NA,NA,NA,NA,male,NA
Burke,62979,Columbidae,Ptilinopus,Ptilinopus_superbus,27.27,17.55,6.08,3.45,26.76,41.04,40.26,16.86,31.31,37.2,21.5,29,37.38,20.27,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,New South Wales,NA,NA,juvenile,104,122,NA,NA,female,tip of keel broken - may affect measurements
Burke,62820,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,27.56,41.78,45.19,19.94,31.91,38.11,21.34,30.48,39,20.29,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,New South Wales,NA,NA,adult,81,128,NA,NA,male,NA
AMNH,6752,Columbidae,Ptilinopus,Ptilinopus_superbus,26.77,17.64,NA,NA,26.83,39.15,42.8,18.53,31.58,37.35,20.99,29.99,NA,19.75,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Okasa,NA,J.M. Diamond,NA,124,NA,NA,NA,male,NA
AMNH,6751,Columbidae,Ptilinopus,Ptilinopus_superbus,26.82,18.68,6.73,4.11,26.14,NA,NA,NA,30.07,34.99,19.16,28.9,36.34,18.91,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Okasa,NA,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
AMNH,7616,Columbidae,Ptilinopus,Ptilinopus_superbus,26.76,15.03,NA,3.73,25.3,38.66,40.78,18.14,29.57,35.7,20.33,28.22,36.72,19.17,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Nibo,J.M. Diamond,NA,112,NA,NA,NA,female,NA
AMNH,7546,Columbidae,Ptilinopus,Ptilinopus_superbus,28.15,16.2,6.75,3.78,26.78,41.2,44.41,19.57,30.78,37.16,20.99,28.87,38.46,20.41,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Turu,J.M. Diamond,NA,116.5,NA,NA,NA,male,NA
AMNH,7337,Columbidae,Ptilinopus,Ptilinopus_superbus,27.58,17.79,6.53,3.62,27.55,41.98,45.28,19.38,30.52,35.88,20.21,29.29,37.73,19.44,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Menawa,J.M. Diamond,NA,125.3,NA,NA,NA,male,NA
AMNH,7555,Columbidae,Ptilinopus,Ptilinopus_superbus,25.41,15.83,6.52,3.89,25.34,38.18,42.67,18.2,28.31,33.81,19.33,26.85,34.44,18.55,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Nibo,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
AMNH,7402,Columbidae,Ptilinopus,Ptilinopus_superbus,27.45,18.23,6.71,3.68,26.8,43.46,46.48,20.19,30.6,36.76,21.27,29.95,37.55,20.39,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New Guinea,Torricelli Mt.,Mt. Utai,J.M. Diamond,NA,NA,NA,NA,NA,male,NA
KU,97001,Columbidae,Ptilinopus,Ptilinopus_superbus,26.35,17.34,6.12,3.79,27.08,38.15,40.38,18.15,30.53,35.75,20.29,28.77,36.73,19.3,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Eastern Highlands,Herowana,SEA397,NA,95,NA,NA,NA,female,NA
NMNH,489041,Columbidae,Ptilinopus,Ptilinopus_superbus,26.94,16.58,6.6,4.14,25.99,41.08,42.56,18.4,30.42,35.93,20.57,28.89,36.18,19.71,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Eastern Highlands Prov.,"Okasa, Okapa",J.M. Diamond,NA,NA,NA,NA,superbus,male,NA
KU,114911,Columbidae,Ptilinopus,Ptilinopus_superbus,27.03,17.65,6.51,3.72,24.84,38.2,40.65,17.65,28.78,34.01,19.69,26.86,34.11,18.51,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Mt. Simpson,Param Village Bush camp,BWB1594,adult,104.8,NA,NA,NA,female,NA
KU,97016,Columbidae,Ptilinopus,Ptilinopus_superbus,26.93,16.04,6.06,4.02,27.01,40.67,44.49,17.91,31.57,37.54,21.6,29.55,37.5,19.89,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Oro Prov.,"17.7 km 315 SW from Viaku Village, Collingwood Bay",GCG44,adult,NA,NA,NA,NA,male,NA
FLMNH,41490,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,25.49,40.51,43.55,17.45,29.79,35.3,19.93,28.04,35.4,19.53,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Western Prov.,Elevala River; Ikamea Reserve,A.W. Kratter,adult,119,121,72,superbus,female,NA
FLMNH,41482,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,27.15,41.13,41.99,18.54,30.96,36.53,20.38,28.89,38.39,19.93,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Western Prov.,Elevala River; Ikamea Reserve,A.W. Kratter,juvenile,111,114,66,superbus,male,NA
FLMNH,41522,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,26.89,39.43,42.28,17.62,31.48,37.21,20.61,29.77,37.8,19.66,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Western Prov.,Elevala River; Ikamea Reserve,J.K. Sailer,NA,123,126,75,superbus,male,NA
FLMNH,41527,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,16.84,6.82,4.47,26.88,41.73,44.36,19.25,31.06,36.81,21.03,28.87,NA,20.02,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Western Prov.,Elevala River; Ikamea Reserve,J.K. Sailer,NA,122,129,77,superbus,male,NA
FLMNH,41538,Columbidae,Ptilinopus,Ptilinopus_superbus,27.67,19.11,6.66,3.6,27.63,41.07,44.61,18.18,32.01,37.22,21.58,30.54,39.14,21.16,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,Papua New Guinea,Western Prov.,Elevala River; Ikamea Reserve,J.K. Sailer,juvenile,111,122,91,superbus,male,NA
FLMNH,39532,Columbidae,Ptilinopus,Ptilinopus_superbus,27.59,17.67,7.29,4.15,25.56,38.43,42.18,17.55,29.91,35.63,20.37,28.27,36.23,19.31,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,Isabel Island,Garanga River,A.W. Kratter,adult,132,NA,NA,NA,female,NA
FLMNH,40208,Columbidae,Ptilinopus,Ptilinopus_superbus,27.63,18.42,7.33,4,25.08,NA,NA,16.11,30.39,34.84,19.87,28.71,36.2,19.59,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,Isabel Island,Longedo'u  River,A.W. Kratter,adult,122,124,82,superbus,female,NA
FLMNH,40203,Columbidae,Ptilinopus,Ptilinopus_superbus,NA,NA,NA,NA,26.41,40.69,43.64,17.68,30.19,36.19,NA,29.4,36.82,19.72,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,Isabel Island,Longedo'u  River,A.W. Kratter,NA,131,134,NA,NA,male,NA
Burke,60226,Columbidae,Ptilinopus,Ptilinopus_superbus,27.69,17.41,6.66,4.09,25.69,40.65,42.14,17.02,29.84,35.22,19.87,28.78,37.51,19.5,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,Longado'u River,NA,NA,adult,121,121,75,NA,female,may be mislabeled; may not be superbus
FLMNH,42896,Columbidae,Ptilinopus,Ptilinopus_tannensis,30.03,22.44,8.31,5.22,28.38,41.41,39.74,16.16,37.01,43.25,23.95,35.32,46.98,24.95,Espiritu_Santo,50,3956,1879,1200,56,30,3,8,2,no,Vanuatu,Espiritu Santo,NA,M.K. Hart,adult,204,148,81,NA,female,NA
FLMNH,43200,Columbidae,Ptilinopus,Ptilinopus_tannensis,NA,NA,NA,NA,30.18,44.5,41.45,16.47,38.15,44.11,24.38,36.64,48.98,25.72,Espiritu_Santo,50,3956,1879,1200,56,30,3,8,2,no,Vanuatu,Espiritu Santo,NA,D.W. Steadman,adult,221,159,85,NA,female,NA
FLMNH,42921,Columbidae,Ptilinopus,Ptilinopus_tannensis,31.86,22.6,8.26,5.19,30.21,45.26,43.8,16.96,37.33,44.54,25.33,36.66,49.68,26.13,Espiritu_Santo,50,3956,1879,1200,56,30,3,8,2,no,Vanuatu,Espiritu Santo,NA,J.J. Kirchman,adult,206,155,82,NA,male,NA
FLMNH,42866,Columbidae,Ptilinopus,Ptilinopus_tannensis,31.13,22.24,NA,NA,28.69,43.9,42.65,17.61,36.42,41.86,23.75,35.26,46.07,24.25,Espiritu_Santo,50,3956,1879,1200,56,30,3,8,2,no,Vanuatu,Espiritu Santo,NA,A.W. Kratter,adult,202,152,87,NA,male,NA
Burke,63982,Columbidae,Ptilinopus,Ptilinopus_viridis,26.76,17.43,7.26,4.56,24.82,37.41,37.13,16.98,29.8,33.95,19.53,31.01,39.92,21.68,Choiseul,75,2971,1067,1600,69,20,9,11,6,no,Solomon Islands,Moli (Choiseul Prov.),NA,NA,adult,121,NA,NA,NA,male,NA
Burke,58804,Columbidae,Ptilinopus,Ptilinopus_viridis,28.64,19.46,7.42,4.27,25.83,41.1,41.49,17.58,30.45,34.78,20.38,31.46,40.41,22.75,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,2.5 km WSW Garanga River Mouth,NA,NA,adult,124,114,63,NA,male,"pect major 10.4g, supracor 1.9g, heart 0.9g"
Burke,60210,Columbidae,Ptilinopus,Ptilinopus_viridis,27.21,16.52,6.8,4.33,24.17,37.32,37.75,15.75,29.1,NA,18.01,29.95,39.51,20.23,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,2.5 km WSW Garanga River Mouth,NA,NA,adult,114,112,91,NA,female,"pect major 10.5, supracor 2.1g, heart 1.0g"
Burke,60299,Columbidae,Ptilinopus,Ptilinopus_viridis,27.56,18.38,6.71,4.46,24.94,37.73,39.52,15.87,29.65,NA,19.52,31.18,41.12,22.01,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,2.5 km WSW Garanga River Mouth,NA,NA,adult,122,NA,NA,NA,female,"pect major 9.3g, supracor 1.7g, heart 0.9g"
NMNH,557708,Columbidae,Zenaida,Zenaida_aurita,27.4,19.65,NA,NA,25.84,46.89,46.19,17.27,32.76,37.34,22.94,30.29,42.86,23.29,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,2 km NE of North Side Village,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,137,NA,NA,NA,female,NA
NMNH,557706,Columbidae,Zenaida,Zenaida_aurita,27.15,NA,NA,NA,26.09,49.47,50.1,18.25,33.54,37.56,23.13,31.05,44.78,24.06,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,2 km NE of North Side Village,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,148,NA,NA,NA,female,NA
NMNH,557705,Columbidae,Zenaida,Zenaida_aurita,27.84,21.64,NA,NA,28.67,52.49,50.18,19.79,36.44,40.79,25.67,34.49,48.43,26.66,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,2 km NE of North Side Village,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,148,NA,NA,NA,female,NA
NMNH,557707,Columbidae,Zenaida,Zenaida_aurita,28.52,20.27,NA,NA,27.53,49.43,48.6,20.07,34.98,39.84,24.73,32.94,46.61,25.29,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,2 km NE of North Side Village,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,161,NA,NA,NA,female,NA
NMNH,557734,Columbidae,Zenaida,Zenaida_aurita,27.5,19.23,NA,NA,26.04,48.67,48.16,18.77,32.93,37.38,22.89,31.08,44.55,24.39,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,Katouche Bay Valley,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,126,NA,NA,NA,female,NA
NMNH,557733,Columbidae,Zenaida,Zenaida_aurita,27.89,19.95,NA,NA,27.18,48.77,48.19,18.74,33.17,37.83,23.71,31.92,45.32,24.54,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,Katouche Bay Valley,NA,"D.W. Steadman, R.I. Crombie, L.K. Gordon, G.K. Pregill",NA,146,NA,NA,NA,male,NA
NMNH,557697,Columbidae,Zenaida,Zenaida_aurita,28.08,23.1,NA,NA,28.68,52.21,50.7,19.64,35.69,40.17,25.47,33.49,47.15,26.83,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,Katouche Bay Valley,NA,D.W. Steadman,NA,166.5,NA,NA,NA,male,NA
NMNH,557719,Columbidae,Zenaida,Zenaida_aurita,28.35,20.63,NA,NA,26.93,49.51,49.65,18.88,34.63,38.8,24.56,32.45,46.54,25.88,Anguilla,75,74,62,810,48,8,5,3,2,no,Anguilla,Little Scrub Island,NA,D.W. Steadman,NA,140,NA,NA,NA,male,NA
